body_height,body_height_time,body_temperature
118.8,2021,37.656
91.1,2020,39.269
142.3,2021,39.568
175.2,2015,37.646
181.0,2021,0.0
158.6,2014,37.717
178.1,2021,38.981
181.0,2014,0.0
64.1,2021,0.0
154.6,2020,37.673
126.7,2020,37.725
165.7,2021,0.0
132.0,2018,37.337
95.7,1975,0.0
71.1,1996,0.0
96.8,2018,38.55
100.6,2018,37.815
0.0,0,0.0
176.5,2013,0.0
187.9,2021,41.254
0.0,0,0.0
183.6,2013,0.0
184.9,2015,37.097
87.5,2021,0.0
102.1,2016,37.915
0.0,0,37.032
190.2,2021,37.875
154.5,2019,39.601
63.6,2021,0.0
66.9,2014,0.0
84.7,2021,0.0
82.8,2021,0.0
96.5,2021,37.139
134.9,2018,0.0
127.5,2018,38.948
82.6,2021,42.164
72.4,2017,37.558
152.8,2019,37.572
63.5,2020,39.707
126.3,2017,0.0
156.0,2018,0.0
100.5,2015,0.0
83.1,2020,39.29
171.3,2012,37.104
99.5,2018,0.0
169.4,2013,37.632
184.9,2017,0.0
185.6,2020,0.0
180.4,2019,0.0
0.0,0,37.265
99.1,2020,38.459
115.9,2018,0.0
120.1,2021,38.32
55.1,2021,0.0
158.6,2021,40.785
185.0,2019,0.0
179.0,2019,0.0
72.1,2021,0.0
183.1,2014,37.598
198.7,2012,37.972
161.0,2014,37.79
169.1,2020,37.881
92.1,2020,40.253
188.5,2015,37.738
175.8,2013,37.101
108.7,2019,0.0
53.3,2021,0.0
68.8,2020,37.507
165.5,2018,0.0
136.5,2020,37.378
179.4,2017,0.0
69.8,1970,0.0
147.2,2014,37.925
176.5,2015,0.0
90.4,2021,41.291
155.3,2019,0.0
80.3,2018,37.929
144.0,2021,37.668
170.8,2018,37.435
165.7,2012,0.0
0.0,0,0.0
114.3,2015,37.374
129.2,2016,38.932
160.1,2019,37.056
180.2,2018,0.0
76.1,2020,37.988
172.2,2021,37.432
165.7,2016,0.0
88.9,2015,0.0
52.0,2021,0.0
150.6,2019,37.39
61.9,2021,0.0
113.4,2021,38.889
82.3,2021,0.0
169.4,2021,38.141
181.6,2019,37.567
179.8,2015,0.0
170.6,2021,39.236
94.6,2021,41.297
167.7,2020,37.151
83.7,2021,38.91
88.7,2013,37.09
135.5,2019,37.859
75.0,2021,0.0
170.3,2021,39.907
152.5,2021,39.505
0.0,0,0.0
179.4,2016,0.0
175.7,2013,37.397
109.1,2018,37.647
174.1,2017,0.0
164.8,2014,37.643
70.5,2021,0.0
170.6,2017,0.0
179.2,2014,37.15
174.3,2021,0.0
175.6,2020,0.0
82.4,2021,0.0
169.1,2019,0.0
60.2,2021,0.0
184.9,2021,0.0
0.0,0,0.0
0.0,0,0.0
71.6,2021,37.259
78.1,2021,0.0
104.2,2019,37.913
136.2,2018,0.0
181.4,2019,37.313
193.3,2014,37.782
75.2,2021,0.0
73.6,2021,0.0
184.2,2020,0.0
95.1,2021,41.863
170.3,2018,37.875
166.3,2021,0.0
79.2,2020,37.282
104.5,2018,0.0
70.1,2021,0.0
181.2,2016,37.014
175.2,2020,0.0
183.4,2017,0.0
147.6,2021,37.804
150.4,2021,37.075
117.6,2021,39.042
171.1,2020,0.0
84.6,2021,0.0
183.1,2009,0.0
136.9,2021,37.371
112.5,2021,38.911
105.9,2021,0.0
172.9,2012,37.31
180.8,2018,0.0
87.2,2018,0.0
64.8,1937,0.0
132.8,2017,38.971
182.3,2012,0.0
80.2,2021,0.0
171.3,2019,0.0
175.9,2017,37.007
166.1,2020,37.927
183.4,2013,37.439
116.6,2019,0.0
184.9,2017,37.921
171.8,2015,37.891
75.2,2021,0.0
178.6,2017,0.0
180.2,2020,0.0
174.3,2010,0.0
171.8,2018,0.0
177.0,2018,37.623
160.1,2014,37.441
175.9,2021,0.0
169.7,2018,37.485
0.0,0,0.0
167.2,2013,37.982
178.5,2020,38.821
170.6,2019,0.0
164.1,1986,37.637
56.3,2021,0.0
81.2,2021,39.232
177.2,2021,38.311
176.9,2019,39.25
100.0,2021,38.246
96.7,2021,37.217
171.3,2020,0.0
0.0,0,0.0
180.4,2018,37.063
69.1,2021,0.0
171.9,2021,37.291
80.0,1986,0.0
151.4,2021,37.216
178.8,2020,38.343
187.9,2020,39.029
73.6,2021,0.0
170.6,2019,41.562
0.0,0,0.0
125.0,2012,0.0
185.2,2019,37.481
101.3,2021,37.418
84.5,2020,41.573
130.1,2021,0.0
66.8,2021,0.0
103.0,2020,0.0
139.7,2021,37.435
132.0,2020,38.463
144.5,2016,0.0
84.8,2020,38.168
51.9,2021,0.0
149.6,2020,37.418
64.4,1974,0.0
85.9,2014,37.124
92.5,2021,40.18
55.0,2021,0.0
166.8,2014,0.0
166.8,2013,0.0
0.0,0,0.0
140.8,2020,37.827
121.3,2021,40.803
96.2,2021,37.105
98.0,2020,37.482
0.0,0,0.0
169.1,2021,0.0
121.0,2016,0.0
172.5,2021,41.247
65.1,2021,0.0
93.2,2021,38.34
0.0,0,37.557
184.5,2020,0.0
94.2,2021,39.367
145.5,2016,37.337
132.8,1950,39.27
183.1,1992,0.0
58.2,2021,0.0
71.1,2021,0.0
169.7,2012,37.561
0.0,0,0.0
178.3,2020,38.853
91.9,2021,39.179
143.0,2019,0.0
79.3,2016,0.0
105.6,2021,40.008
61.0,2021,0.0
53.8,2021,0.0
86.1,2018,0.0
143.0,2020,0.0
99.7,2013,37.119
62.3,2021,0.0
76.0,2021,0.0
144.8,2012,0.0
0.0,0,37.807
132.3,2017,37.218
75.5,2021,0.0
173.5,2021,37.199
162.1,2014,37.142
97.7,2021,0.0
177.7,2015,0.0
161.8,2017,37.192
179.6,2013,0.0
144.4,2018,0.0
179.5,2018,0.0
170.6,2021,37.098
142.5,2020,37.816
180.0,2020,42.0
173.5,2017,0.0
163.7,2019,0.0
182.3,2019,0.0
183.0,2014,37.83
89.1,2021,0.0
171.1,2018,37.5
85.7,2017,37.999
170.6,1990,0.0
171.6,2007,37.739
172.0,2019,37.624
143.9,2014,37.324
178.3,2016,37.713
105.4,2016,0.0
172.2,2021,0.0
172.7,2021,0.0
157.4,2021,37.66
106.7,2021,0.0
95.8,2015,0.0
79.9,2021,0.0
67.7,1938,0.0
91.1,2021,0.0
104.2,2017,37.576
183.9,2017,0.0
167.2,2013,37.261
169.4,2012,37.69
184.9,2021,37.742
172.0,2017,37.669
129.4,2020,0.0
92.3,2020,0.0
168.8,2018,37.178
146.1,2015,37.112
175.2,2014,37.584
159.8,2015,37.75
157.3,2019,37.498
52.7,2011,0.0
172.0,2020,0.0
183.4,2018,0.0
175.4,2014,0.0
0.0,0,0.0
162.7,2021,37.557
99.1,2014,37.906
177.5,2013,0.0
159.0,2020,38.231
100.0,2020,37.312
113.9,2014,0.0
71.5,2021,37.147
80.0,2021,0.0
97.9,2021,37.961
104.0,2021,39.44
110.0,2014,0.0
92.7,2021,39.474
174.8,2012,37.088
128.6,2020,40.021
159.0,2020,41.401
94.9,2016,37.799
123.1,2021,39.343
95.3,2020,38.045
111.0,2019,0.0
104.3,2021,0.0
84.1,2021,0.0
175.2,2020,42.122
173.9,2017,0.0
128.2,1954,38.392
178.1,2018,37.549
180.2,2020,37.391
175.2,2018,37.206
108.9,2014,37.674
103.6,2021,41.776
114.5,2018,0.0
135.0,2021,39.458
65.1,2017,38.953
129.4,2016,0.0
64.1,2021,0.0
104.9,2021,38.632
162.1,2013,0.0
84.9,2019,0.0
68.8,2021,0.0
187.3,2019,37.182
159.2,2014,0.0
73.6,1989,0.0
74.5,2021,0.0
66.6,2016,0.0
79.4,2021,0.0
136.3,2015,39.149
160.2,2020,37.033
74.0,2021,0.0
107.6,2013,0.0
57.0,2021,0.0
86.3,2016,38.918
69.9,2019,0.0
130.6,2018,0.0
168.8,2019,0.0
106.8,2021,37.85
71.1,1938,0.0
117.4,2019,0.0
81.9,2021,41.332
163.9,1943,37.193
171.1,2021,0.0
183.6,2019,37.739
173.5,2021,38.798
107.5,2015,37.938
0.0,0,0.0
179.6,2018,37.813
76.2,2021,0.0
125.0,2016,37.844
151.7,2016,37.265
70.0,2011,0.0
101.3,2018,37.029
0.0,0,0.0
102.8,2014,39.323
167.2,2020,37.974
131.4,2013,40.523
76.1,2012,0.0
74.7,2021,0.0
107.6,2021,37.929
156.8,2020,37.257
130.1,2020,37.003
126.7,2020,41.193
175.5,2012,37.773
151.4,2019,38.392
115.4,2018,0.0
86.2,2019,39.13
168.0,2019,38.09
188.5,2020,37.766
156.0,2019,37.094
179.6,2018,0.0
177.7,2018,40.099
111.2,2012,37.033
79.6,1989,37.871
171.3,2021,37.73
181.5,2020,37.316
174.8,2014,37.809
175.0,2019,37.532
186.0,2021,0.0
177.6,2020,0.0
112.5,2020,37.902
162.3,2020,37.789
168.0,2016,0.0
186.8,2016,0.0
179.0,2012,38.546
174.7,2020,40.427
62.6,2021,0.0
166.2,2021,37.689
183.6,2021,37.619
171.1,2018,0.0
0.0,0,0.0
0.0,0,37.554
182.6,2020,37.907
162.1,2012,37.607
176.7,2020,0.0
180.2,2019,37.63
107.0,2021,40.03
95.8,2021,37.751
177.4,2017,37.666
185.6,2017,0.0
188.5,2018,0.0
85.5,1993,0.0
79.3,2021,37.542
103.3,2019,0.0
113.2,2021,38.169
165.5,2021,37.506
66.1,2021,0.0
93.6,2021,38.656
99.8,2017,0.0
66.6,2021,0.0
95.3,2021,37.031
110.2,2018,37.797
150.8,2020,0.0
121.2,2021,41.711
71.1,2018,0.0
80.5,2021,0.0
154.0,2021,38.778
173.7,2017,0.0
177.0,2019,0.0
66.3,2021,0.0
168.6,2021,37.134
0.0,0,0.0
114.5,2016,0.0
81.4,2021,37.128
184.5,2020,0.0
154.5,2018,37.443
64.4,2021,0.0
176.5,2011,0.0
190.2,2020,0.0
140.1,2019,0.0
57.7,2021,0.0
68.7,2020,38.443
149.5,1954,37.057
98.7,2021,0.0
91.4,2021,0.0
88.0,2021,37.188
110.3,2021,39.409
88.7,2014,38.655
48.9,2021,0.0
72.3,2021,0.0
122.3,2021,40.132
138.9,2016,37.462
60.8,2011,0.0
78.0,2020,37.453
90.4,2021,38.685
91.4,2021,41.78
143.3,2020,37.457
78.2,2019,0.0
111.4,2020,0.0
63.2,2021,0.0
69.1,2009,0.0
52.5,2021,0.0
61.4,2021,0.0
101.0,2021,41.473
68.6,2014,37.96
74.9,2020,39.054
61.1,2021,0.0
85.0,2014,0.0
92.2,2014,37.033
75.0,2019,37.971
150.4,2019,0.0
168.3,2020,40.329
67.1,2016,37.065
122.0,1960,39.006
183.1,2015,0.0
171.1,2017,37.477
103.4,2017,0.0
67.3,2021,37.558
142.2,2020,38.302
57.6,2021,0.0
99.4,2014,37.232
147.2,2018,37.025
172.7,2019,37.629
191.4,2019,37.463
175.2,2014,38.828
177.4,2015,37.34
179.0,2020,40.392
179.2,2019,40.402
181.6,2017,37.3
124.1,2021,40.937
84.1,2017,37.474
173.5,2018,0.0
81.2,2021,0.0
173.5,2019,37.234
102.6,2021,0.0
159.0,2020,37.062
167.2,2020,37.947
95.1,2019,0.0
151.5,2015,38.198
187.9,2015,37.589
0.0,0,0.0
99.6,2020,40.578
76.3,2014,0.0
169.7,2012,0.0
0.0,0,0.0
174.1,2021,37.579
168.0,2013,37.476
80.3,2021,0.0
173.9,2021,37.173
169.8,2018,37.269
175.6,2019,37.538
185.6,2014,37.82
187.9,2019,37.649
174.5,2018,37.394
0.0,0,0.0
138.5,2021,37.364
89.9,2021,38.694
96.1,2021,39.032
167.7,2021,37.062
103.2,2021,37.322
66.1,1997,0.0
105.8,2012,37.587
177.6,2012,0.0
164.3,2020,0.0
174.3,2017,37.262
79.2,2018,0.0
68.3,1985,0.0
164.3,2011,0.0
144.8,2019,37.056
175.3,1997,37.096
177.6,2016,37.457
141.5,2019,37.637
149.1,2021,37.149
176.5,2020,41.475
182.8,2015,0.0
148.9,2018,0.0
171.6,2018,0.0
128.2,2015,37.575
181.0,2020,37.691
180.2,2013,0.0
170.6,2009,0.0
176.8,2021,37.942
92.9,2021,41.203
180.4,2018,37.488
185.6,2020,40.507
174.5,2017,0.0
169.5,1989,0.0
0.0,0,37.95
180.4,2017,37.71
113.2,2008,38.785
97.6,2016,37.396
176.5,2017,38.219
146.2,2019,39.141
176.7,2018,0.0
88.6,2017,39.169
103.2,2021,38.769
66.1,1963,0.0
86.1,2021,38.681
155.1,2021,0.0
149.9,2019,37.006
56.0,2021,0.0
102.9,2021,38.37
59.8,2021,0.0
117.3,2015,38.506
87.5,2021,41.533
69.1,2021,0.0
73.5,2021,0.0
122.5,2021,37.333
161.4,2015,0.0
187.3,2014,37.896
158.5,2017,37.975
172.9,2016,0.0
177.4,2003,0.0
134.5,2018,0.0
88.2,2021,41.257
172.7,2020,37.286
0.0,0,37.984
127.5,2014,0.0
78.1,2021,0.0
72.3,2016,37.269
161.4,2019,37.149
111.1,2020,0.0
115.9,2018,37.103
69.5,2021,0.0
67.9,2021,0.0
72.3,1964,37.24
135.1,2020,42.119
128.2,2021,41.008
82.3,2021,40.448
59.9,2021,0.0
95.5,2021,41.285
165.0,2021,38.55
176.1,2018,0.0
163.1,2018,37.601
179.2,2019,38.109
193.3,1982,0.0
0.0,0,37.691
101.5,2018,37.001
95.9,2018,0.0
53.5,2021,0.0
92.0,2021,0.0
183.1,2016,37.717
58.1,2021,0.0
183.9,2020,39.01
166.8,2015,37.098
178.0,2013,37.091
60.3,2021,0.0
167.7,2021,0.0
89.3,2021,41.881
130.2,2021,37.766
96.7,2021,0.0
110.7,2021,38.1
102.4,2016,0.0
187.1,2018,0.0
167.2,2021,37.899
68.7,2021,0.0
184.9,2016,37.991
181.9,2002,37.642
175.3,2018,0.0
179.6,2016,0.0
165.4,2021,39.628
78.2,2021,0.0
102.9,2015,37.643
179.0,2020,39.386
177.7,2015,37.156
157.4,2020,41.725
79.7,2021,0.0
87.1,2017,0.0
169.1,2021,40.465
78.8,1976,37.141
180.8,2021,0.0
99.5,2021,39.928
56.5,2021,0.0
170.0,2017,37.946
176.8,2019,0.0
166.8,2015,37.878
174.6,2020,38.038
185.6,2020,0.0
171.6,2018,0.0
95.9,2016,0.0
176.1,2018,37.476
175.6,2021,40.27
88.9,2020,0.0
173.9,2012,0.0
90.8,2019,37.383
179.4,2019,37.283
63.8,2021,0.0
57.9,2021,0.0
143.2,2017,37.042
107.3,2021,39.803
110.5,2021,0.0
129.2,2017,37.279
68.5,2021,0.0
56.4,2021,0.0
116.1,1995,37.286
174.3,2020,37.684
58.4,2021,0.0
171.6,2018,0.0
111.9,2021,37.473
181.2,2020,37.367
106.9,2017,37.218
179.0,2017,38.009
182.6,1990,0.0
185.2,2021,38.618
191.4,2018,37.653
58.9,2016,0.0
72.4,2021,37.272
188.5,2020,40.661
175.7,2014,37.071
122.0,2019,38.689
168.8,2015,37.898
92.7,2012,0.0
168.4,2013,0.0
171.8,2012,0.0
188.5,2000,37.573
169.7,2020,37.911
168.0,2019,0.0
169.4,2019,40.193
181.2,2021,37.747
172.2,2013,38.834
94.8,2014,38.654
188.5,2012,37.079
171.8,2016,37.084
175.4,2019,0.0
90.2,2021,38.138
180.2,2018,37.172
185.7,2020,37.914
186.0,2021,37.295
179.0,2017,37.624
177.4,2016,37.352
86.5,2021,40.166
189.3,2018,37.13
180.6,2014,37.976
60.4,2021,0.0
0.0,0,0.0
69.3,2021,0.0
113.6,2021,0.0
147.1,2021,0.0
185.6,2020,40.777
0.0,0,37.703
179.8,2013,0.0
172.7,2012,37.773
140.3,2021,38.724
124.8,2019,37.921
0.0,0,0.0
63.0,2020,0.0
183.1,2021,37.798
173.1,2017,37.594
83.6,2019,37.809
170.4,2017,37.198
137.7,2019,37.567
129.0,1947,37.005
71.6,2015,37.546
167.7,2020,0.0
167.7,2020,39.596
153.2,2020,38.358
132.8,2015,37.293
73.0,2021,37.694
92.0,2021,39.501
76.6,2021,0.0
177.0,2011,37.953
84.3,2021,39.085
172.5,2021,37.795
78.3,2021,0.0
102.3,2017,37.213
176.8,2018,0.0
132.6,2014,37.797
139.0,2017,37.569
59.7,2021,0.0
69.2,2021,0.0
73.6,2019,37.393
193.3,2011,0.0
180.4,2013,37.589
71.7,2020,37.232
0.0,0,0.0
93.7,2019,0.0
97.4,2021,41.781
168.9,2021,0.0
162.6,2016,0.0
163.9,2012,0.0
95.1,2021,39.645
70.0,2021,0.0
138.2,2020,37.053
125.1,2021,0.0
115.6,2019,0.0
97.8,2019,37.25
127.6,2019,37.159
106.7,2017,37.816
61.8,2021,0.0
89.1,2021,40.159
57.0,2021,0.0
179.6,2021,37.636
93.7,2021,0.0
184.5,2021,39.764
57.3,2021,0.0
131.6,2021,37.044
182.8,2012,0.0
121.6,2018,37.483
92.5,2015,37.844
75.4,2021,0.0
97.3,2021,39.121
86.2,2019,38.256
125.8,2021,41.703
54.0,2021,0.0
91.9,2021,39.458
148.3,2021,39.914
174.5,2020,37.19
0.0,0,0.0
0.0,0,0.0
166.8,2013,0.0
102.3,2012,0.0
78.2,2021,0.0
60.4,2021,0.0
181.0,2012,0.0
162.1,2021,37.842
180.8,2021,0.0
71.9,2013,37.866
53.1,2021,0.0
75.0,2021,0.0
54.0,2021,0.0
74.5,2013,37.173
170.0,2014,0.0
85.7,2015,37.383
0.0,0,39.397
62.9,2021,0.0
180.8,2015,37.454
184.2,2014,0.0
0.0,0,0.0
193.3,2019,37.458
176.1,2021,37.741
64.7,1993,0.0
102.8,2020,37.309
86.6,2016,37.365
87.4,2016,0.0
177.2,2021,38.892
176.5,2019,0.0
97.9,2021,0.0
171.8,2012,0.0
94.2,2021,0.0
118.8,2017,0.0
96.6,2021,37.587
177.0,2021,37.882
183.1,2019,0.0
75.4,2021,0.0
151.5,2016,37.678
136.7,2012,0.0
171.6,2019,37.937
174.3,2021,0.0
0.0,0,0.0
101.9,2020,38.836
191.4,2019,37.628
160.2,2017,0.0
184.9,2015,0.0
64.4,2021,0.0
170.0,2017,37.676
112.6,2019,37.169
72.5,2021,0.0
72.1,2018,38.724
96.4,2021,38.506
110.0,2019,38.162
73.0,2021,0.0
77.0,2021,0.0
106.8,2015,0.0
134.1,2017,0.0
62.1,2021,0.0
110.5,2019,37.194
72.3,2021,0.0
177.6,2020,0.0
168.8,2018,37.126
0.0,0,0.0
181.4,2016,38.567
56.2,2021,0.0
168.0,2013,39.06
57.8,1971,0.0
85.1,2021,40.181
184.5,2019,0.0
179.0,2018,37.797
162.4,2016,38.996
183.9,2016,37.624
96.5,2021,37.59
69.6,2017,0.0
65.8,2021,0.0
111.0,2017,38.631
0.0,0,0.0
175.8,2015,37.556
0.0,0,37.877
168.5,2020,0.0
74.7,1979,0.0
62.5,2021,0.0
188.5,2019,37.505
159.9,2017,37.34
173.9,2019,38.772
174.3,2018,37.59
171.3,2012,37.38
159.2,2021,37.732
68.6,1986,0.0
169.4,2021,38.985
184.5,2016,0.0
115.7,1970,0.0
90.8,2021,37.262
148.0,2014,37.991
175.9,2020,38.105
136.3,2021,40.534
86.3,1977,0.0
179.8,2019,37.682
92.9,2018,0.0
157.0,2016,39.09
178.5,2006,38.795
68.2,2021,0.0
178.7,2018,37.206
98.7,2016,0.0
114.0,2020,0.0
97.0,2021,0.0
72.6,2021,38.019
87.6,2021,41.969
103.1,2015,0.0
63.3,2021,0.0
167.2,2018,39.684
143.1,2015,37.398
92.2,2018,37.411
88.9,2018,37.47
186.8,2020,38.26
176.8,2017,0.0
163.1,2013,37.485
88.7,2021,40.477
170.3,2015,37.675
145.9,2020,38.517
68.8,2021,0.0
142.8,2020,37.86
135.3,2020,38.606
72.3,2020,0.0
85.7,2021,42.11
161.7,2020,40.324
124.8,2021,41.245
87.3,2021,39.338
75.0,2021,0.0
85.1,2021,38.034
154.5,2018,0.0
182.3,2017,0.0
79.4,2021,0.0
186.4,2017,37.179
166.3,2020,38.677
176.7,2021,37.299
83.3,1953,37.558
128.1,2021,37.814
130.0,2016,39.123
84.1,2021,40.659
127.4,2015,37.615
125.5,2014,37.953
163.3,2017,37.034
171.6,2016,0.0
135.0,2015,38.377
180.6,2021,37.2
179.8,2020,38.111
106.6,2021,41.89
184.5,2013,37.033
168.4,2014,38.384
70.6,1963,0.0
0.0,0,37.573
169.4,2018,0.0
74.6,2021,0.0
176.7,2015,37.475
171.6,2016,0.0
162.1,2021,37.391
176.5,2019,37.626
160.1,2019,0.0
179.4,2017,37.488
137.8,2018,37.93
70.4,1977,0.0
184.9,2021,0.0
66.3,1987,0.0
163.6,2016,37.52
183.1,2019,37.013
96.5,2021,37.985
170.8,2018,37.874
166.3,1988,37.254
146.4,2012,0.0
73.0,1994,0.0
163.1,2013,0.0
119.1,2016,0.0
93.4,2021,39.258
164.3,2016,0.0
178.5,2017,40.872
170.0,2021,39.272
176.3,2017,37.686
175.0,2020,38.628
78.5,2016,0.0
177.2,2016,37.261
179.2,2020,39.266
182.6,2018,0.0
0.0,0,37.923
0.0,0,0.0
165.7,2013,0.0
175.4,2017,0.0
67.6,2021,0.0
0.0,0,37.455
80.5,2021,0.0
65.1,2021,0.0
167.2,2021,39.337
104.3,2016,0.0
178.7,2020,39.906
82.9,2019,37.881
172.0,2018,37.723
171.8,2019,37.443
76.0,2021,38.757
184.2,1993,37.507
179.6,2021,37.243
174.8,2014,0.0
153.3,2016,0.0
171.8,2020,0.0
173.9,2016,0.0
72.9,2021,0.0
103.9,2021,41.453
184.5,2020,42.121
178.8,1973,38.252
171.6,2019,0.0
0.0,0,0.0
71.3,2021,0.0
188.5,2020,38.257
0.0,0,0.0
168.3,2021,37.356
83.2,2021,40.508
0.0,0,37.936
182.9,1939,0.0
94.9,2021,40.754
127.9,2021,37.8
164.3,2020,39.764
90.8,2021,0.0
179.6,2018,37.523
179.8,2019,0.0
189.3,2017,37.804
106.8,2017,37.432
186.4,2018,0.0
92.0,2021,41.146
86.5,2014,37.226
125.2,1918,0.0
62.5,2021,0.0
185.2,2021,0.0
178.6,2013,37.413
73.7,2021,40.143
162.7,2021,0.0
84.2,2016,0.0
118.2,2020,39.227
177.0,2018,0.0
95.3,2020,37.276
163.5,2020,37.563
147.4,2015,0.0
90.5,2020,41.537
173.1,2020,38.816
178.1,2019,0.0
0.0,0,37.517
193.3,2021,37.621
184.6,2019,37.936
124.5,2021,39.446
133.3,2021,37.768
81.4,2016,0.0
185.2,1972,37.762
131.7,2020,40.405
109.1,2018,0.0
151.6,2021,38.222
100.4,2016,37.675
106.3,2017,0.0
66.9,2021,0.0
173.1,2012,37.724
134.0,2015,37.29
95.9,2021,0.0
71.5,1990,0.0
116.7,2016,0.0
180.4,2020,0.0
144.0,2021,40.646
63.6,2015,0.0
58.8,2021,0.0
102.6,2017,0.0
58.6,2014,0.0
86.1,2021,40.488
110.5,2017,0.0
130.1,2020,37.017
55.3,2021,0.0
145.7,2021,37.994
121.6,2021,38.008
125.2,2020,37.554
67.2,2021,0.0
52.4,2021,0.0
76.9,2021,0.0
121.2,2021,37.478
58.1,2021,0.0
56.4,2021,0.0
99.8,2021,38.43
76.0,2021,40.583
169.2,2020,38.049
164.3,2019,0.0
171.6,2012,0.0
175.6,2016,37.506
93.2,2020,41.961
78.3,2021,0.0
176.5,2015,37.837
129.7,2020,37.775
162.1,2018,37.473
173.2,2021,40.302
125.6,2015,37.358
177.2,2020,37.88
81.1,2021,38.028
177.6,2015,37.71
186.0,2021,37.786
112.5,2019,37.736
165.7,2019,39.629
92.9,2021,37.069
122.9,2018,37.973
177.4,2020,0.0
133.4,2018,37.315
147.2,1995,37.208
86.1,2015,37.308
0.0,0,0.0
178.5,2015,0.0
186.0,2018,0.0
0.0,0,0.0
180.8,2017,0.0
137.3,2017,0.0
175.6,2012,37.799
97.5,2019,0.0
181.2,2017,0.0
178.5,2019,0.0
103.3,2016,37.447
183.4,2021,0.0
52.6,2021,0.0
0.0,0,0.0
124.0,2018,37.845
48.0,2021,0.0
64.9,2021,0.0
80.9,2021,39.788
113.6,2021,38.399
108.1,2015,37.1
96.4,2016,0.0
104.5,2021,0.0
184.9,2017,37.851
105.6,2020,37.698
186.4,2018,37.436
167.2,2019,37.088
116.3,2020,38.434
177.9,2019,37.425
173.7,2021,37.755
62.1,2021,0.0
131.0,2021,40.554
168.8,2017,37.19
149.1,2015,0.0
180.7,2018,37.469
174.1,2012,37.571
65.1,1975,0.0
92.7,2021,40.691
97.7,2014,0.0
105.6,2016,37.944
151.8,2021,38.958
73.1,2016,39.091
92.0,2021,38.806
0.0,0,37.341
0.0,0,0.0
169.4,2021,37.732
80.5,2020,37.926
175.6,2018,0.0
73.3,2021,0.0
170.0,2019,38.45
90.4,2020,37.457
0.0,0,0.0
178.5,2012,37.538
163.5,2021,37.996
163.9,2019,37.253
88.1,1974,37.786
82.7,2019,0.0
97.5,2012,37.211
115.3,2021,39.518
87.3,2017,0.0
126.8,2021,37.211
178.8,2021,37.818
180.7,2021,37.804
175.9,2019,0.0
0.0,0,37.095
52.3,2021,0.0
177.4,2014,0.0
0.0,0,0.0
80.2,2021,0.0
176.5,2012,0.0
66.4,1976,0.0
178.8,2018,37.319
179.6,2016,0.0
88.0,2021,41.374
174.3,1995,37.369
55.7,2021,0.0
107.8,1989,0.0
178.3,2016,0.0
187.9,2013,0.0
198.7,2020,41.712
65.3,2021,0.0
